id1	first1	uid1	bw1	ew1	b1	e1	len1	tok1	s1	seq1	gid1	id2	first2	uid2	bw2	ew2	b2	e2	len2	tok2	s2	seq2	gid2	matches	score	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
Shamela0000176-ara1.mARkdown.ms318	true	3967420192771435251	170	239	908	1291	1597	300	سنة احدي واربعين واربعماءة في ثاني المحرم صرف قاضي القضاة احمد بن عبد العزيز بن النعمان عن القضاء----- وكانت هذه ولايت----ه الثانية وله فيه ثلاث عشرة سنة وشهر و-اربعة ايام واستدعي الي حضرة المستنصر القاضي ابو مح---------------------------مد اليازوري وخلع عليه مكانه في رابع عشره وقرء سجله في الديوان وخرج والدولة باسرها بين يديه و------------------------------------------------------------------------استناب ابنه الاكبر ابا الحسن محمدا ولقب بالقاضي الاجل خطير الملك واقام ابنه الاخر في جهات	318	-9080523936259337219	Kraken210528115855-ara1.mARkdown.ms004	false	800147114917670390	24	101	127	551	1601	300	سنة احدي واربعين واربعماءة في ثاني المحرم صرف قاسم بن عب------------د العزيز بن النعمان عن القضاء بمصر وكانت---- ولايته هذه الثانية-------- ثلاث عشرة سنة وشهرا واربعة ايام وتولي مكانه--------------------- ابو محمد الحسن بن علي بن عبد الرحمن اليازوري وذلك ان الوزير ابا البركات الجرجراءي خياف من اليازوري ان يجمع له----- بين توليه الوزارة وجهات والدة المستنصير فقصد اشغاله بالحكم كي لا يتفرغ لشغلي اخر فاستناب ولده الاكبر ابا الحسن محمد- ولقب بالقاضي الاجل خطير الملك----------------- في جهات	4	-2682575050765891394	230	333.5	185	492	46.74796676635742	32	Shamela0000176-ara1.mARkdown	Kraken210528115855-ara1.mARkdown
Shamela0000176-ara1.mARkdown.ms319	true	-7300121252172910110	167	300	836	1523	1523	300	الي المعرة فظن من معه من العساكر انه يريد ان ينهزم فاجدوا في الرحيل وقد حاصر قلوبهم الوجل وداخلهم الخوف فامر بردهم اليه فابوا ذلك عليه وفطن اهل حلب لهم فتبعوهم ونهبوا ما قدروا عليه منهم وكانت بينهما------ حرب----------- جرح فيها رفق في عدة مواضع من راسه وبدنه واسر وانهزم العسكر باسره وحمل رفق ----علي بغل وهو مكشوف الراس ومعه جماعة من وجوه- عسكره فلم يحتمل ما اصابه واختلط عقله ومات ب--قلعة حلب بعد ثلاثة ايام في مستهل ربيع الاخر واعتقل عامة من كان معه من القواد والكتاب بحلب فلما ورد الخبر بذلك علي المستنصر امر بالافراج عن ناصر الدولة ابي محمد الحسن بن الحسين بن حمدان من الاعتقال وقلد امارة د----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------مشق الامير المءيد مصطفي الملك معز الدولة ذا الرءاستين حيدرة بن الامير عصب الدولة حسين بن مفلح في رجب وخرج معه ناظرا-	319	-9080523936259337219	Kraken210528115855-ara1.mARkdown.ms004	false	800147114917670390	132	280	706	1493	1601	300	الي المعرة فظن الناس انها هدية فاخذ العسكر ف---------------ي الرحيل وقد -------------------داخلهم الوجل فامر بردهم----- فابوا واخذ--------- اهل حلب في تتبع--هم ونهبهم ف-------------------كانت بين الفريقين حرب الت الي ان جرح----- رفق عد جراحات----------------- واسر-------------------- وحمل الي حلب علي بغل---- مكشوف الراس ومعه جماعة من اماءل عسكره ف-------------------اختلط عقله ومات بالقلعة---- بعد ثلاثة ايام في مستهل ربيع الاول واعتقل عامة قواده وكتابه بقلعة حلب و---------------ورد الخبر الي----- المستنصر فاطلق---------- ناصر الدولة------------------------- بن حمدان من الاعتقال وسخط علي الوزير ابي البركات الحسين بن محمد الجرجراءي لشروعه فيما عادت مضرته علي الدولة من تسيير العساكر الي حلب ونفي الي صور فاعتقل بها ثم اطلق ومضي الي دمشق وكثرت في ايامه المصادرات وكان شديد البطش سريع الانتقام ونظر بعده في الدواوين عميد الدولة ابو الفضل صاعد بن مسعود ولي امر دمشق الامير المءيد مصطفي الملك معز الدولة ذو الرياستين حيدرة بن الامير عصب الدولة حسين بن مفلح في رجب وخرج معه ناظرا	4	-2682575050765891394	385	544.0	304	980	39.28571319580078	58	Shamela0000176-ara1.mARkdown	Kraken210528115855-ara1.mARkdown
Shamela0000176-ara1.mARkdown.ms322	true	9141765073490436296	160	300	836	1601	1601	300	سنة ثلاث واربعين واربعماءة فيها اظهر المعز بن باديس صا----------حب افريقية الخلاف علي المستنصر وسير رسولا الي بغداد ليقيم الدعوة العباسية واستدعي منهم الخلع فاجيب الي ذلك وجهزت الخلع علي يد ر-سول يقال له ابو غالب الشيزري ومعه العهد والل-واء الاسود------ فمر ببلاد الروم ليعدي منها الي افريقية فقبض عليه صاحب الروم وبلغ ذلك المعز بن باديس فارسل الي قسطنطين ملك الروم في امره فلم يجبه رعاية لحق المستنصر واتفق قدوم رسول طغرلبك يستاذنه في مسيره الي مصر فاظهر المودة التي بينه وبي-ن المستنصر وانه لا يرخص في اذيته واتفق قدوم رسول المستنصر اليه بهدية عظيمة فبعث معه برسول القاءم بما علي يده فدخل الي القاهرة علي جمل--------- واحرق العهد واللواء والهدية في حفرة بين القصرين وكان القادر قد فعل مع الظاهر والد المستنصر مثل ذلك بالخلعة التي سيرها الي---------------- محمود بن سبكتكين ثم ---------اقر المستنصر رد الرسول الي صاحب-	322	-9080523936259337219	Kraken210528115855-ara1.mARkdown.ms005	false	-1071547008540758240	30	125	187	720	1696	300	سنة ثلاث واربعين واربعماءة فيها اظهر المعز بن باديس الصحفهاجي صاحب افريقية الخلاف علي المستنصر وسير رسولا الي بغداد ليقيم الدعوة العباسية واستدعي التشريف--- فاجيب الي ذلك وجهز- ال-يه علي يدا رسول يعرف بابي-- غالب الشيرازي عهد بالولاية ولواء --اسود وخلعة فمر ببلاد الروم ليعدي منها الي افريقية فقبض عليه صاحب ال---------------------------------------------------------------------------------------------------------------------------------------------------------------روم وشيعه للمستنصر-------------------------------------------------------------------------------------------------- فدخل ------------علي جمل وهو مجرس واحرق العهد وال-واء واه-دية في حفرة بين القصرين وكان القادر قد فعل مع الظاهر والد المستنصر مثل ذلك بالخلعة التي سيرها علي يد رسول محمد بن محمود بن سبكتكين ثم بعد ذلك اعاد المستنصر--- الرسول ---لصاحب	5	-2682575050765891394	429	698.5	348	819	52.380950927734375	64	Shamela0000176-ara1.mARkdown	Kraken210528115855-ara1.mARkdown
Shamela0000176-ara1.mARkdown.ms329	true	-4327539785829838775	9	54	56	317	1569	300	علي ذلك-- سنة اربع واربعين واربعماءة فيها كتبت بغ-داد محاضر تتضمن القدح في نسب الخلفاء المصريين ونفيهم من الالتحاق بعلي بن ابي طالب رضي الله عنه وجمع ساءر اعيان الفقهاء ببغداد واشرافها وقضاتها وعزوا نسبهم في الديصانية من المجوس وسيرت المحاضر الي البلاد وشنع عليهم	329	-9080523936259337219	Kraken210528115855-ara1.mARkdown.ms006	false	-2773030689673495601	6	46	28	264	1645	300	الي اليوم سنة اربع واربعين واربعماءة----- كتبت ببغداد محاضر تتضمن القدح في نسب الخلفاء المصريين ونفيهم من الالتحاق بعلي بن ا-ي طالب------------- وجمع ساءر --------فقهاء بغ-داد واشرافها وقضاتها وعزوا نسبهم في الديصانية من المجوس وسيرت المحاضر الي البلاد وشنع عليهم	6	-2682575050765891394	228	410.0	188	264	86.36363983154297	34	Shamela0000176-ara1.mARkdown	Kraken210528115855-ara1.mARkdown
Shamela0000176-ara1.mARkdown.ms334	true	-1649097992561286898	13	164	67	879	1619	300	وجال في اعمال انطاكية -نهب-- وسبي -------------فقدمت م--ن القسطنطينية قطاءع يقال ان عدتها ثمانون قطعة فكانت بينها وبين ابن ملهم حروب الت الي ان اسر هو وجماعة من اعيان العرب في اخر---------- ربيع الاخر وفيها استدعي راشد--------- بن عليان بن سنان امير الكلبيين فاعتقل بالقاهرة وردت امارة بني كليب لنبهان القريطي وقبض علي اقطاع راشد واخيه مسمار وهو مقيم بظاهر دمشق ففر الي غالب بن صالح فكتب المستنصر الي ثمال ينكر عليه تسيير هدية الي ملك الروم فتحير في امره واعتذر سنة سبع واربعين واربعماءة ف-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------يها سير المستنصر الي كنيسة قمامة فاحتاط بجميع ما فيها وذ----------------لك ان القاضي ابا عبد الله القضاعي كان قد توجه من عند الخليفة برسالة الي متملك الروم فقدم وهو بالقسطنطينية رسول السلطان طغرلبك بن سلجوق يلتمس من الملكة تيودورا ان تمكن رسوله من الصلاة في جامع قسطنطينية فاذنت له في ذلك فدخل اليه وصلي به----- وخطب للخليفة القاءم بامر الله العباسي فبعث القضاعي بذلك الي المستنصر	334	-9080523936259337219	Kraken210528115855-ara1.mARkdown.ms006	false	-2773030689673495601	155	300	852	1645	1645	300	وجال في اعمال انطاكية فنهبها وسبي منها كثير فبلغ ذلك ملكة القسطنطينية فسيرت-------------- ثمانين قطعة في البحر فاسرت-- ابن ملهم ومن معه ----------------------من اعيان العرب لليلتين بقيتا من ربيع الاخر وفيها استدعي راشد بن سينان بن علي--------ان امير الكلبيين------------------------------------ لنبهان بن قرمطي------------------------------------------------------------------------------------------------------------------------------------------------------- سنة سبع واربعين واربعماءة فيها ابتدات الوحشة بين ابي الحارث ارسلان البساسيري احد امراء بغداد وبين ال الخليفة القاءم صاحب بغداد فسار الي الرحبة لما علم بقدوم السلطان طغرلبك وسير الي المستنصر يلتمس منه النجدة لفتح بغداد وانه يكفي في رد طغرلبك عن قصد الشام ومصر فاجيب لذلك وفيها سير المستنصر فقبض علي ---------------جميع ما في كنيسة القمامة وسبب ذلك ان القاضي ابا عبد الله القضاعي كان قد توجه من مصر-------- برسالة الي القسطنطينية فقدم اليها -----------رسول-------- طغرلبك يلتم---------س من ملكته--------ا ان يصلي رسوله---------- في جامع قسطنطينية فاذنت له في ذلك فدخل----- وصلي بجامعها وخطب للخليفة القاءم ربط-------------- فبعث القضاعي بذلك الي المستنصر-	6	-2682575050765891394	394	519.0	313	1115	35.33632278442383	62	Shamela0000176-ara1.mARkdown	Kraken210528115855-ara1.mARkdown
Shamela0000176-ara1.mARkdown.ms346	true	4567203350242432713	82	120	429	615	1592	300	ان يكتب علي سكة نقش عليها------- ضربت في دولة ال الهدي من ال طه و---ياسين مستنصر بالله جل اسمه وعبده الناصر للدين سنة ك---------ذا وطبعت عليها الدنانير مدة شهر ثم امر المستنصر بمنعها ونهي ان تسطر في السير	346	-9080523936259337219	Kraken210528115855-ara1.mARkdown.ms008	false	-5291918701668724726	122	162	670	864	1546	300	ان يكتب علي سكة نقش عليها البسيط ضربت في دولة ال الهدي من ال طه وال ياسين مستنصر بالله جل اسمه وعبده الناصر للدين سنة كذا وشهر كذا وطبعت عليها الدنانير نحو شهر و--امر المستنصر ان لا--------- تسطر في السير	8	-2682575050765891394	166	294.5	131	205	80.9756088256836	30	Shamela0000176-ara1.mARkdown	Kraken210528115855-ara1.mARkdown
Shamela0000176-ara1.mARkdown.ms348	true	-4013676248113328459	37	142	176	678	1518	300	عن ابيه في قضاء القضاة فلما --------------سار الي الشام بال----------عساكر الكثيرة معه كان في حال من البذخ والتجمل في حال لا يمكن شرحها فلما نكب ابوه ال حاله الي ان يري في مسجد ب--مدينة فوة يخيط للناس بالاجرة وقد نزل به م-------ن الفقر والبلاء شداءد وهو يبالغ في مطالبة شخص باجرة ما--- خاطه- له والرجل --------يماطله ف-----------------------------------------لما الح في المطالبة قال له يا سيدنا اجعل هذا القدر اليسير من جملة ما ذهب منك في الس-فرة الشامية فقال دع ذكر ما م-ضي فساله رجل عن ذلك فلم يجب-ه فسال عبده فقال الذي ذهب منه في تلك السفرة علي نفقات سماطه مقدار ستة عشر الف دينار فسبحان	348	-9080523936259337219	Kraken210528115855-ara1.mARkdown.ms008	false	-5291918701668724726	201	300	1065	1546	1546	300	عنه---- في قضاء القضاة والوزارة وغير ذلك وسار الي الشام فاصلح اموره بعساكر جمة في خذمته ثم رءي بعد ذلك ب--------------------------------------------------------------------مسجد في مدينة فوة يخيط للناس بالاجرة وهو في حالي شديدة من الفقر و----رءي يوما وهو يطالب رجلا--------- باجرة خياطة خاطها له والرجل يدافعه ويماطله وهو يلح في الطلب ولا يرخص له في الانتظار فلما الح عليه------- قال يا----سيدنا اجعل هذا القدر اليسير من جملة ما ذهب منك في البتفرة الشامية فقال دع ذكر ما م ضي فساله شخص عن ذلك فلم يخبره فسال غيره فقال الذي ذهب منه في سفرته في -------فقات سماطه------ ستة عشر الف دينار فسبحان-	8	-2682575050765891394	307	427.0	238	591	51.94585418701172	50	Shamela0000176-ara1.mARkdown	Kraken210528115855-ara1.mARkdown
Shamela0000176-ara1.mARkdown.ms352	true	-2037519757741788261	70	120	354	598	1619	300	ابو الفرج محمد بن جعفر بن محمد ب-------ن الحسين بن المغ---------------ربي وفيها تولي قضاء القضاة عوضا عن اليازوري ابو علي احمد بن عبد الحكم- بن سعيد ال-------------ي ذي القعدة وصرف بابي القاسم عبد الحاكم بن وه-ب بن عبد الرحمن المليجي وتولي------- المءيد في الدين ابو نصر هبة الله بن موسي	352	-9080523936259337219	Kraken210528115855-ara1.mARkdown.ms009	false	-2435565468307540048	75	130	380	650	1598	300	ابو الفرج محمد بن جعفر بن محمد بن علي بن الحسي---ن المغربي من بني المغربي و-----تولي الحكم بعد---------- اليازوري ابو علي احمد بن عبد الحاكم بن سعيد الفارق ثم صرف في ذي القعدة وتولي ابو القاسم عبد الحاكم بن وهيب بن عبد الرحمن المليجي وتولي الدعوة المءيد في الدين ابو نصر هبة الله بن موسي	9	-2682575050765891394	209	350.0	165	288	72.56944274902344	35	Shamela0000176-ara1.mARkdown	Kraken210528115855-ara1.mARkdown
Shamela0000176-ara1.mARkdown.ms358	true	-6789520275760227446	4	141	22	705	1544	300	الت الي ان انكسر ناصر الدولة كسرة عنيفة فاصابته ضربة شلت منها يده ورجع منهزما- في مستهل شعبان فقال عب---------------------------------------------------د العزيز العكيك الحلبي وقد -------------مدح ناصر الدولة--------- فلم يجزه------------ ولءن غلطت بان مدحتك طالبا جدواك مع علمي بانك باخل فالدولة الزهراء قد غلطت بان نعتتك ناصرها وانت الخاذل ان تم امرك مع يد لك اصبحت شلاء فالامثال عندي باطل واما ابن ملهم فانه بعث الي اسد الدولة ابي ذءابة عطية بن صالح فسلمه حلب ودخلها في عاشر شعبان هذا واقام بها يوم ثم خرج عجزا عنها فوصل محمود في ثاني عشره وملكها وفي تاسع رمضان صرف ابو الفرج ابن--------- المغربي عن الوزارة واعيد اليها ابو الفرج عبد الله بن محمد البابلي و---------------صرف عن قضاء القضاة عب-----د الحاكم بن وهب في جمادي الاخرة واستقر عوضه ابو عبد الله احمد بن محمد بن ابي ذكري- في حادي عشري--- رجب	358	-9080523936259337219	Kraken210528115855-ara1.mARkdown.ms011	false	-1155298091513142453	12	140	65	699	1493	300	الت الي ان انكسر ابن حمدان-- كسرة شنيعة واصابته ضوبة شلت منها يده وكانت الوقعة في مستهل شعبان وبقيت حلب بيد معز الدولة بن موداس فقال ابو الحسن علي بن عبد العزيز الفكيك الحلبي وكان قد قدم مصر ومدح ناصر الدولة بن حمدان فلم يجزه فقال الكامل ولءن غلطت بان مدحتك طالبا جدواك مع علمي بانك باخل فالدولة الزهراء قد غلطت بان نعتتك ناصرها وانت الخاذل ان تم امرك مع يد لك اصبحت شلاء فالامثال عندي باطل --------------------------------------------------------------------------------------------------------------------------------------------------------------وفي تاسع رمضان صرف ابو الفرج محمد بن جعفر المغربي عن الوزارة واعيد اليها ابو الفرج عبد الله بن محمد البابلي وفي جمادي الاخر صرف عن الحكم ابو القاسم عبد الحاكم بن وهيب وتولي عوضا 101 عن--------ه ابو عبد الله احمد بن محمد بن ابي زكريا في حادي عشر شهر رجب	11	-2682575050765891394	443	750.0	349	802	55.236907958984375	77	Shamela0000176-ara1.mARkdown	Kraken210528115855-ara1.mARkdown
Shamela0000176-ara1.mARkdown.ms359	true	-7152851235798146286	0	77	0	382	1638	300	ابي ذكري فاستقر في الحكم بعده ابو علي احمد بن قاضي القضاة عبد الحاكم بن سعيد في رابع عشر---ه وصرف في خامس صفر واستقر عوضه ابو القاسم عبد الحاكم بن وهيب المليجي ثم صرف في حادي عشر ر-----مضان واستقر عوضه ابو محمد عبد الكريم بن عبد الحاكم بن سعد- بن مالك بن سعيد الفارقي واستخلف ابنه عميد الملك ابا الحسن وصرف ابن المدبر عن الوزارة واستقر بعده ابو محمد عبد الكريم -بن عبد الحاكم اخو قاضي القضاة	359	-9080523936259337219	Kraken210528115855-ara1.mARkdown.ms011	false	-1155298091513142453	173	249	866	1236	1493	300	ابي زكريا وتول---ي الحكم -----ابو علي احمد بن قاضي القضاة عبد الحاكم بن سعيد في رابع عشر صفر وصرف في خامس رجب وتولي ------ابو القاسم عبد الحاكم بن وهيب المليجي ثم صرف في حادي عشر شهر 7 مضان وتولي مكانه ابو محمد عبد الكريم بن عبد الحاكم بن سعيد بن مالك بن سعيد الفارق -واستخلف ولده عميد الملك ابا الحسن وصرف ابن المدبر عن الوزارة و-------وزر ابو محمد عبد الكريم ابن عبد الحاكم اخو قاضي القضاة	11	-2682575050765891394	326	573.5	257	392	83.16326904296875	60	Shamela0000176-ara1.mARkdown	Kraken210528115855-ara1.mARkdown
Shamela0000176-ara1.mARkdown.ms360	true	6807374273236642495	239	265	1262	1380	1557	300	بعده الي اخيه ابي علي احمد بن عبد الحاكم بن سعيد------- ثم صرف عن القضاء في صفر بابي----------------- القاسم عبد الحاكم بن وهيب بن عبد الرحمن	360	-9080523936259337219	Kraken210528115855-ara1.mARkdown.ms009	false	-2435565468307540048	92	118	463	588	1598	300	بعد- اليازوري ابو علي احمد بن عبد الحاكم بن سعيد الفارق ثم صرف في ذ----------------ي القعدة وتولي ابو القاسم عبد الحاكم بن وهيب بن عبد الرحمن	9	-2682575050765891394	92	148.0	70	142	64.78873443603516	17	Shamela0000176-ara1.mARkdown	Kraken210528115855-ara1.mARkdown
Shamela0000176-ara1.mARkdown.ms360	true	6807374273236642495	209	258	1102	1347	1557	300	سنة اربع وخمسين واربعماءة في ثالث المحرم توفي ابو محمد عبد الكريم بن عبد الحاكم------- في وزارته وكان ابوه قاضي طرابلس فانتقل ابو محمد الي مصر وكان-------------- فاضلا فردت الوزارة بعده --الي اخيه ابي علي احمد بن عبد الحاكم بن سعيد ثم صرف عن القضاء في صفر بابي القاسم	360	-9080523936259337219	Kraken210528115855-ara1.mARkdown.ms011	false	-1155298091513142453	249	300	1236	1493	1493	300	سنة اربع وخمسين واربعماءة في ثالث المحرم توفي ابو محمد عبد الكريم بن عبد الحاكم الوزير في وزارته وكان ابوه قاضي طرابلس وانتقل ---------الي مصر وكان ابو محمد رجلا فاضلا وردت الوزارة والحكم الي اخيه ابي علي احمد بن عبد الحاكم بن سعيد ثم صرف عن الحكم- في صفر بابي القاسم-	11	-2682575050765891394	224	397.0	179	268	83.58209228515625	40	Shamela0000176-ara1.mARkdown	Kraken210528115855-ara1.mARkdown
Shamela0000176-ara1.mARkdown.ms361	true	-3689389630323737978	52	267	280	1401	1589	300	كان من عادته-------- في كل سنة ان يركب علي النجب ومعه النساء والحشم الي جب عميرة وهو موضع نزهة ويغير هيءته كانه خارج يريد الحج علي سبيل الهزر- والمجانة ومعه الخمر محمول في الروايا عوضا عن الماء ويدور به سقاته عليه وعلي من معه كانه بطريق الحجاز او كانه ماء زمزم وقد انشد الشريف ابو الحسين علي بن الحسين بن حيدرة العقيلي المستنصر في ذلك صبيحة يوم عرفة قم فانحر الراح يوم النحر بالماء ولا تضح ضحي الا بصهباء وادرك حجيج الندامي قبل نفرهم الي مني فصفهم مع كل هيفاء وعج علي مكة الروحاء مبتكرا فطف بها حول ركن العود والناء فلما كان في جمادي الاخر-------------ة خرج علي عادته واتفق ان بعض الاتراك جرد سيفا في سكرة منه علي بعض عبيد الش-راء فاجتمع عليه --عدة من العبيد وقتلوه فغضب لذلك جماعة الاتراك واجتمعوا باسرهم ودخلوا علي المستنصر وقالوا ان كان هذا الذي قتل منا علي رضاك فالسمع والطاعة وان كان قتله عن غير رضا امير المءمنين فلا صبر لنا علي ذلك وانكر المستنصر ان قتله برضاه او امره فخرج الاتراك واشتدوا -----علي العبيد يريدون محاربتهم فبرزت العبيد اليهم وكانت بين الفريقين حروب بناحية كوم شريك قتل فيها عدة وانهزم العبيد وقويت الاتراك هذا والسيدة ام المستنصر ت-مد العبيد بالاموال والسلاح فاتفق في بعض الا---------يام ان ب------عض الاتراك و-قف علي شء مما تبعث به ام المستنصر	361	-9080523936259337219	Kraken210528115855-ara1.mARkdown.ms012	false	-2152104519430233541	55	190	278	988	1591	300	كان من عادة المستنصر في كل سنة ان يوكب علي النجب مع-- النساء والحشم الي جب عميرة وهو موضع نزهة بهيءة -------انه خارج ل-----لحج علي سبيل الهزوء والمجانة ومعه الخمر------ في الروايا عوضا عن الماء ويسقيه الناس كما يفعل--------------- بطريق--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- مكة-------------------------------------------- فلما كان في جمادي الاخرة من هذه السنة خرج علي عادته واتفق ان بعض الاتراك جرد سيفا ف- سكرة منه علي بعض عبيد الشعراء فاجتمع عليه طاءفة من العبيد وقتلوه ف--------اجتمع- الاتراك بالمست--------------------------نصر وقالوا ان كان هذا عن-------------- رضاك فالسمع والطاعة وان كان----- عن غير رضا-------------- فلا نوضي بذلك ف------انكر المستنصر ----ذلك --واجتمع جم-اعة من الاتراك و-قتلوا جماعة من العبيد بعد ان حصل ينهم و------------------------بين العبيد قتال شديد علي كوم شريك------------- وانهزم العبيد ---من الاتراك وكا------نت ام المستنصر تعين العبيد بالاموال والسلاح فظفر- في بعض الايام احد الاتراك بذلك فجمع الاتراك ودخل علي------------------ المستنصر	12	-2682575050765891394	543	730.5	427	1168	46.48972702026367	85	Shamela0000176-ara1.mARkdown	Kraken210528115855-ara1.mARkdown
Shamela0000176-ara1.mARkdown.ms362	true	4550260258295672782	178	300	1027	1636	1636	300	سوء العاقبة في ذلك ولم يوافقها عليه فلم تزل به حتي صرف من الوزارة واستقر-- وزيرها ابو محمد اليازوري في الوزارة فاوعزت اليه بذلك ف--------------ساس الامور----- سياسة جميلة الي ان انقضت ايامه ووزر البابلي فامرته بذلك فشرع فيه و--------------تغيرت النيات-- وصارت قلو-ب كل من الطاءفتين تضمر السوء للاخري حتي كان من الحرب ما قد ذكر ولم يزل ذلك حتي خرب الاقليم كله وهلك اهله كما سياتي وفيها توفي الشريف ابو الحسن ابراهيم بن العباس بن الحسن بن الحسين بن علي بن محمد بن علي -بن اسماعيل بن جعفر الصادق وكان قد ولي قضاء دمشق مر-تين و-في سابع عشر ذي القعدة توفي----- القاضي الفقيه ابو عبد الله محمد بن سلامة بن جعفر -بن علي بن حكمول بن ابراهيم بن محمد بن مسلم القضاعي-	362	-9080523936259337219	Kraken210528115855-ara1.mARkdown.ms013	false	-7027231371567182421	58	160	328	848	1565	300	سوء العاقبة ف-------لم يطاوعها فصرفته ع-----------------ن الوزارة واستخدمت وزيرها--------- الياز-----------وري فا-----مرته بذلك فلم يقبل منها وساس الامور احسن سياس------ة الي ان قتل وزر بعده---- البابلي وامرته بذلك فاخذ في اسباب ما امرته فتغيرت --نياتهم وصار في قلب كل -----طاءفة من ا----------لاخري احن فكانت بدء الخراب---------------------------------------------------------- وفيها توفي الشريف ابو الحسن ابراهيم بن العباس بن الحسن بن الحسين بن علي بن محمد بن علي ابن اسماعيل بن جعفر الصادق وكان--- ولي قضاء دمشق دفعتين و في سابع عشر ذي القعدة توفي بمصر القاضي الفقيه ابو عبد الله محمد بن سلامة بن جعفر ابن علي بن حكمون بن ابراهيم بن محمد بن مسلم القضاعي	13	-2682575050765891394	403	600.5	321	657	61.339420318603516	58	Shamela0000176-ara1.mARkdown	Kraken210528115855-ara1.mARkdown
Shamela0000176-ara1.mARkdown.ms363	true	-2273087597525316233	0	137	0	711	1559	300	وكان يخلف--- القضاة في الحكم بمصر وكان اماما محدثا وله--------- كتاب الشهاب وكتاب الخطط وكتاب انباء الانبياء وغير ذلك من المصنفات وفيها توفي الرءيس ابو الحسن علي بن رضوان بن علي بن جعفر الطبيب وتوفي المعز بن باديس بالقيروان في رابع شعبان سنة خمس وخمسين واربعماءة فيها ردت الوزارة والحكم معا الي ابي علي احمد------------------------------ بن قاضي القضاة عبد الكريم بن عبد الحاكم في ثالث عشر المحرم ثم صرف عنهما في سابع---- صفر واعيدت الوزارة لابي الفضل عبد الله بن يحيي بن المدبر والحكم الي ابي القاسم عبد الحاكم بن وهيب و-في تاسع عشر جمادي الاولي توفي الوزير ابو المفضل عبد الله بن المد--------بر وقد تكررت ولايته للوزا--رة وسمع الحديث وكان فاضلا اديبا وهو من ولد ابن المدبر متولي خراج مصر --------------في ايام ا----بن طولون و-----استقر في الوزارة ابو غالب عبد الطاهر بن الفضل بن الموفق في	363	-9080523936259337219	Kraken210528115855-ara1.mARkdown.ms013	false	-7027231371567182421	162	300	863	1565	1565	300	وكان يخلف عن القضاة--------- بمصر وكان اماما وحدث عن جماعة وصنف كتاب الشهاب وكت------------اب انباء الانبياء وغير ذلك وتوف-----------------ي الرءيس ابو الحسن علي بن رضوان بن علي بن جعفر الطبيب--------------------------------------------- سنة خمس وخمسين واربعماءة فيها ردت الوزارة والحكم---- الي ابي علي كنيته ابو احمد وهو جلال الملك احمد بن قاضي القضاة عبد الكريم بن عبد الحاكم في ثالث عشر المحرم ثم صرف عنهما في سابع عشر صفر واعيدت الوزارة لالي الفضل عبد الله بن يحيي بن المدبر والحكم الي ابي القاسم عبد الحاكم بن وهيب و في تاسع عشر جمادي الاولي توفي الوزير ابو ال-فضل عبد الله بن يحيي بن المدبر وقد ردد في الوزارة غير مرة وسمع الحديث وكان فاضلا اديبا واسلافه مذكورون وخدم الدولة العباسية وجده احمد كان في ايام احمد بن طولون وتولي مكانه في الوزارة ابو غالب عبد الظاهر بن الفضل بن الموفق في-	13	-2682575050765891394	548	954.0	437	791	69.2793960571289	95	Shamela0000176-ara1.mARkdown	Kraken210528115855-ara1.mARkdown
